 记录条数  时间  bin号  晶号  电压(V)  反向漏电流(uA)  色坐标(x,y)  相关色温(K)  色差  主波长(nm)  色纯度(%)  峰值波长(nm)  显色性指数  光通量(lm)  辐射通量(mW)  光效 
233 2017_06_07 15:14:46 172 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
234 2017_06_07 15:14:46 195 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
235 2017_06_07 15:14:46 219 402.9010.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
236 2017_06_07 15:14:46 243 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
237 2017_06_07 15:14:46 268 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
238 2017_06_07 15:14:46 291 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
239 2017_06_07 15:14:46 316 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
240 2017_06_07 15:14:46 339 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
241 2017_06_07 15:14:46 362 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
242 2017_06_07 15:14:46 385 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
243 2017_06_07 15:14:46 409 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
244 2017_06_07 15:14:46 433 402.9010.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
245 2017_06_07 15:14:46 457 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
246 2017_06_07 15:14:46 481 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
247 2017_06_07 15:14:46 505 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
248 2017_06_07 15:14:46 528 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
249 2017_06_07 15:14:46 551 402.9030.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
250 2017_06_07 15:14:46 575 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
251 2017_06_07 15:14:46 599 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
252 2017_06_07 15:14:46 622 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
253 2017_06_07 15:14:46 645 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
254 2017_06_07 15:14:46 669 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
255 2017_06_07 15:14:46 694 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
256 2017_06_07 15:14:46 717 402.9020.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
257 2017_06_07 15:14:46 741 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
258 2017_06_07 15:14:46 764 402.9050.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
259 2017_06_07 15:14:46 787 402.9110.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
260 2017_06_07 15:14:46 811 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
261 2017_06_07 15:14:46 834 402.9010.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
262 2017_06_07 15:14:46 858 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
263 2017_06_07 15:14:46 880 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
264 2017_06_07 15:14:46 908 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
265 2017_06_07 15:14:46 932 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
266 2017_06_07 15:14:46 956 402.8980.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
267 2017_06_07 15:14:46 985 402.8920.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
268 2017_06_07 15:14:47 013 402.8890.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
269 2017_06_07 15:14:47 038 402.8930.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
270 2017_06_07 15:14:47 065 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
271 2017_06_07 15:14:47 109 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
272 2017_06_07 15:14:47 136 402.8940.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
273 2017_06_07 15:14:47 159 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
274 2017_06_07 15:14:47 183 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
275 2017_06_07 15:14:47 207 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
276 2017_06_07 15:14:47 230 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
277 2017_06_07 15:14:47 254 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
278 2017_06_07 15:14:47 278 402.8910.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
279 2017_06_07 15:14:47 303 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
280 2017_06_07 15:14:47 330 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
281 2017_06_07 15:14:47 353 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
282 2017_06_07 15:14:47 377 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
283 2017_06_07 15:14:47 400 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
284 2017_06_07 15:14:47 424 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
285 2017_06_07 15:14:47 449 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
286 2017_06_07 15:14:47 477 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
287 2017_06_07 15:14:47 505 402.9070.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
288 2017_06_07 15:14:47 533 402.9010.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
289 2017_06_07 15:14:47 563 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
290 2017_06_07 15:14:47 591 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
291 2017_06_07 15:14:47 617 402.9030.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
292 2017_06_07 15:14:47 642 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
293 2017_06_07 15:14:47 672 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
294 2017_06_07 15:14:47 701 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
295 2017_06_07 15:14:47 728 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
296 2017_06_07 15:14:47 754 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
297 2017_06_07 15:14:47 778 402.8990.31.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
298 2017_06_07 15:14:47 802 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
299 2017_06_07 15:14:47 825 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
300 2017_06_07 15:14:47 849 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
301 2017_06_07 15:14:47 873 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
302 2017_06_07 15:14:47 897 402.9010.31.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
303 2017_06_07 15:14:47 921 402.9010.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
304 2017_06_07 15:14:47 946 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
305 2017_06_07 15:14:47 971 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
306 2017_06_07 15:14:47 997 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
307 2017_06_07 15:14:48 022 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
308 2017_06_07 15:14:48 049 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
309 2017_06_07 15:14:48 076 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
310 2017_06_07 15:14:48 103 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
311 2017_06_07 15:14:48 129 402.8900.21.0100,0.01001001-6.56E-001769.0100.0471.4非数字1.000.000.00
312 2017_06_07 15:14:48 155 402.8900.21.0100,0.01001001-6.56E-001769.0100.0471.3非数字1.000.000.00
313 2017_06_07 15:14:48 182 402.8930.21.0100,0.01001001-6.56E-001769.0100.0471.3非数字1.000.000.00
314 2017_06_07 15:14:48 209 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
315 2017_06_07 15:14:48 235 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
316 2017_06_07 15:14:48 259 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
317 2017_06_07 15:14:48 283 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
318 2017_06_07 15:14:48 307 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
319 2017_06_07 15:14:48 330 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
320 2017_06_07 15:14:48 353 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
321 2017_06_07 15:14:48 377 402.8890.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
322 2017_06_07 15:14:48 400 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
323 2017_06_07 15:14:48 424 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
324 2017_06_07 15:14:48 447 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
325 2017_06_07 15:14:48 480 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
326 2017_06_07 15:14:48 509 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
327 2017_06_07 15:14:48 549 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
328 2017_06_07 15:14:48 575 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
329 2017_06_07 15:14:48 602 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
330 2017_06_07 15:14:48 629 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
331 2017_06_07 15:14:48 655 402.8890.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
332 2017_06_07 15:14:48 683 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
333 2017_06_07 15:14:48 709 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
334 2017_06_07 15:14:48 740 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
335 2017_06_07 15:14:48 775 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
336 2017_06_07 15:14:48 800 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
337 2017_06_07 15:14:48 823 402.8890.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
338 2017_06_07 15:14:48 847 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
339 2017_06_07 15:14:48 870 402.9070.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
340 2017_06_07 15:14:48 893 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
341 2017_06_07 15:14:48 917 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
342 2017_06_07 15:14:48 940 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
343 2017_06_07 15:14:48 965 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
344 2017_06_07 15:14:48 990 402.9020.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
345 2017_06_07 15:14:49 013 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
346 2017_06_07 15:14:49 036 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
347 2017_06_07 15:14:49 060 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
348 2017_06_07 15:14:49 084 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
349 2017_06_07 15:14:49 108 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
350 2017_06_07 15:14:49 131 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
351 2017_06_07 15:14:49 155 402.8960.31.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
352 2017_06_07 15:14:49 179 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
353 2017_06_07 15:14:49 204 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
354 2017_06_07 15:14:49 227 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
355 2017_06_07 15:14:49 250 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.4非数字1.000.000.00
356 2017_06_07 15:14:49 274 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
357 2017_06_07 15:14:49 297 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
358 2017_06_07 15:14:49 321 402.8900.31.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
359 2017_06_07 15:14:49 345 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
360 2017_06_07 15:14:49 368 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
361 2017_06_07 15:14:49 392 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
362 2017_06_07 15:14:49 415 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
363 2017_06_07 15:14:49 442 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
364 2017_06_07 15:14:49 469 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
365 2017_06_07 15:14:49 495 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
366 2017_06_07 15:14:49 522 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
367 2017_06_07 15:14:49 549 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
368 2017_06_07 15:14:49 576 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
369 2017_06_07 15:14:49 602 402.9040.31.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
370 2017_06_07 15:14:49 626 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
371 2017_06_07 15:14:49 650 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
372 2017_06_07 15:14:49 673 402.9050.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
373 2017_06_07 15:14:49 696 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
374 2017_06_07 15:14:49 721 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
375 2017_06_07 15:14:49 744 402.8880.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
376 2017_06_07 15:14:49 768 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
377 2017_06_07 15:14:49 791 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
378 2017_06_07 15:14:49 815 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
379 2017_06_07 15:14:49 839 402.8950.31.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
380 2017_06_07 15:14:49 864 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
381 2017_06_07 15:14:49 887 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
382 2017_06_07 15:14:49 911 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
383 2017_06_07 15:14:49 934 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
384 2017_06_07 15:14:49 956 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
385 2017_06_07 15:14:49 980 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
386 2017_06_07 15:14:50 004 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
387 2017_06_07 15:14:50 028 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
388 2017_06_07 15:14:50 053 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
389 2017_06_07 15:14:50 075 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
390 2017_06_07 15:14:50 098 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
391 2017_06_07 15:14:50 123 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
392 2017_06_07 15:14:50 147 402.8920.21.0100,0.01001001-6.56E-001769.0100.0632.3非数字1.000.000.00
393 2017_06_07 15:14:50 171 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
394 2017_06_07 15:14:50 195 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
395 2017_06_07 15:14:50 219 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
396 2017_06_07 15:14:50 243 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
397 2017_06_07 15:14:50 267 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
398 2017_06_07 15:14:50 292 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
399 2017_06_07 15:14:50 315 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
400 2017_06_07 15:14:50 340 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
401 2017_06_07 15:14:50 364 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
402 2017_06_07 15:14:50 386 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
403 2017_06_07 15:14:50 410 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
404 2017_06_07 15:14:50 433 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
405 2017_06_07 15:14:50 456 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
406 2017_06_07 15:14:50 479 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
407 2017_06_07 15:14:50 503 402.8920.31.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
408 2017_06_07 15:14:50 526 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
409 2017_06_07 15:14:50 551 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
410 2017_06_07 15:14:50 574 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
411 2017_06_07 15:14:50 599 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
412 2017_06_07 15:14:50 626 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
413 2017_06_07 15:14:50 652 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
414 2017_06_07 15:14:50 678 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
415 2017_06_07 15:14:50 704 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.7非数字1.000.000.00
416 2017_06_07 15:14:50 733 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
417 2017_06_07 15:14:50 760 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
418 2017_06_07 15:14:50 787 402.8910.31.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
419 2017_06_07 15:14:50 817 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
420 2017_06_07 15:14:50 840 402.8930.31.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
421 2017_06_07 15:14:50 864 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
422 2017_06_07 15:14:50 887 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
423 2017_06_07 15:14:50 910 402.9050.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
424 2017_06_07 15:14:50 934 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
425 2017_06_07 15:14:50 959 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
426 2017_06_07 15:14:50 982 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
427 2017_06_07 15:14:51 005 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
428 2017_06_07 15:14:51 029 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
429 2017_06_07 15:14:51 053 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
430 2017_06_07 15:14:51 077 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
431 2017_06_07 15:14:51 102 402.8870.31.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
432 2017_06_07 15:14:51 127 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
433 2017_06_07 15:14:51 150 402.9090.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
434 2017_06_07 15:14:51 175 402.8890.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
435 2017_06_07 15:14:51 198 402.8900.31.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
436 2017_06_07 15:14:51 221 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
437 2017_06_07 15:14:51 244 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
438 2017_06_07 15:14:51 267 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.6非数字1.000.000.00
439 2017_06_07 15:14:51 291 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
440 2017_06_07 15:14:51 314 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.5非数字1.000.000.00
